2020-03-16 00:00:00;23985287,64;14001908,15;1065300324,7;1014703075,66
2020-03-17 00:00:00;28293067,45;12885130,78;1093593392,15;1027588206,44
2020-03-18 00:00:00;23103551;13374017,68;1116696943,15;1040962224,12
2020-03-19 00:00:00;19768377,95;13249334,78;1136465321,1;1054211558,9
2020-03-20 00:00:00;18464778,27;13942256,78;1154930099,37;1068153815,68
2020-03-21 00:00:00;15210982,56;13481020,5;1170141081,93;1081634836,18
2020-03-22 00:00:00;12901927,32;14070755,37;1183043009,25;1095705591,55
2020-03-23 00:00:00;15276878,74;13479622,24;1198319887,99;1109185213,79
2020-03-24 00:00:00;15146366,82;11899957,9;1213466254,81;1121085171,69
2020-03-25 00:00:00;16983371,97;13558097,73;1230449626,78;1134643269,42
2020-03-26 00:00:00;19904925,21;14634331,98;1250354551,99;1149277601,4
2020-03-27 00:00:00;22320855,95;13337121,31;1272675407,94;1162614722,71
2020-03-28 00:00:00;15647634,47;13511165,4;1288323042,41;1176125888,11
2020-03-29 00:00:00;12810103,97;13871380,84;1301133146,38;1189997268,95
2020-03-30 00:00:00;14859675,45;13548261,13;1315992821,83;1203545530,08
2020-03-31 00:00:00;13102371,25;12345310,57;1329095193,08;1215890840,65
2020-04-01 00:00:00;11390728,61;13318920,03;1340485921,69;1229209760,68
2020-04-02 00:00:00;12298777,73;13099101,81;1352784699,42;1242308862,49
2020-04-03 00:00:00;12035867,1;13327812,54;1364820566,52;1255636675,03
2020-04-04 00:00:00;9671638,23000001;13675139,38;1374492204,75;1269311814,41
2020-04-05 00:00:00;8267356,3;14626449,58;1382759561,05;1283938263,99
2020-04-06 00:00:00;9429482,85;13387212,84;1392189043,9;1297325476,83
2020-04-07 00:00:00;9044056,64;12458539,82;1401233100,54;1309784016,65
2020-04-08 00:00:00;9032072,15;12665211,13;1410265172,69;1322449227,78
2020-04-09 00:00:00;9242522,97;13023597,25;1419507695,66;1335472825,03
2020-04-10 00:00:00;10408599,59;13378027,96;1429916295,25;1348850852,99
2020-04-11 00:00:00;10407064,59;13638353,32;1440323359,84;1362489206,31
2020-04-12 00:00:00;9755698,91000001;15016920,16;1450079058,75;1377506126,47
2020-04-13 00:00:00;9819401,6;13993213,34;1459898460,35;1391499339,81
2020-04-14 00:00:00;10516243,6;12459411,66;1470414703,95;1403958751,47
2020-04-15 00:00:00;9349566,08999999;13418903,97;1479764270,04;1417377655,44
2020-04-16 00:00:00;9235402,61;13945359,33;1488999672,65;1431323014,77
2020-04-17 00:00:00;10724738,81;13499487,34;1499724411,46;1444822502,11
2020-04-18 00:00:00;9476597,07;13918089,97;1509201008,53;1458740592,08
2020-04-19 00:00:00;6368791,35;14903187,14;1515569799,88;1473643779,22
2020-04-20 00:00:00;8762300,61;13931059,88;1524332100,49;1487574839,1
2020-04-21 00:00:00;9730235,65;12765054,31;1534062336,14;1500339893,41
2020-04-22 00:00:00;9599016,71;13818617,03;1543661352,85;1514158510,44
2020-04-23 00:00:00;9550784,85000001;13985903,48;1553212137,7;1528144413,92
2020-04-24 00:00:00;10400500,34;13454525,9;1563612638,04;1541598939,82
2020-04-25 00:00:00;8996396,59;17853010,09;1572609034,63;1559451949,91
2020-04-26 00:00:00;7778063,55;16035656,08;1580387098,18;1575487605,99
2020-04-27 00:00:00;9224632,35;14753615,4;1589611730,53;1590241221,39
2020-04-28 00:00:00;11612635,94;11277648,31;1601224366,47;1601518869,7
2020-04-29 00:00:00;9957416,47;14668435,26;1611181782,94;1616187304,96
2020-04-30 00:00:00;10805154,08;17042728,45;1621986937,02;1633230033,41
2020-05-01 00:00:00;8321221,86;13364281,17;1630308158,88;1646594314,58
2020-05-02 00:00:00;7744293,25;12317858,3;1638052452,13;1658912172,88
2020-05-03 00:00:00;7372295,17;11287770,63;1645424747,3;1670199943,51
2020-05-04 00:00:00;7511536,26;10906219,71;1652936283,56;1681106163,22
2020-05-05 00:00:00;7415509,08;10305025,31;1660351792,64;1691411188,53
2020-05-06 00:00:00;8397138,99;12379108,83;1668748931,63;1703790297,36
2020-05-07 00:00:00;8755749,05;12363692,92;1677504680,68;1716153990,28
2020-05-08 00:00:00;9725029,22;14391834,68;1687229709,9;1730545824,96
2020-05-09 00:00:00;6895693,11;10020458,12;1694125403,01;1740566283,08
2020-05-10 00:00:00;6939072,5;10467030,16;1701064475,51;1751033313,24
2020-05-11 00:00:00;7936473,27;10144331,82;1709000948,78;1761177645,06
2020-05-12 00:00:00;8823196,21;10268203,74;1717824144,99;1771445848,8
2020-05-13 00:00:00;9412520,3;12782746,59;1727236665,29;1784228595,39
2020-05-14 00:00:00;9315510,56;12733671,96;1736552175,85;1796962267,35
2020-05-15 00:00:00;9727698,51;12359524,32;1746279874,36;1809321791,67
2020-05-16 00:00:00;8555480,14;17128746,61;1754835354,5;1826450538,28
2020-05-17 00:00:00;7738149,68;13721202,59;1762573504,18;1840171740,87
2020-05-18 00:00:00;8162436,62;12226118,95;1770735940,8;1852397859,82
2020-05-19 00:00:00;8637844,42;11496307,5;1779373785,22;1863894167,32
2020-05-20 00:00:00;11955830,76;13784831,36;1791329615,98;1877678998,68
2020-05-21 00:00:00;9088185,4;12391576,65;1800417801,38;1890070575,33
2020-05-22 00:00:00;9173407,23;12821563,66;1809591208,61;1902892138,99
2020-05-23 00:00:00;7863614,65;12337495,42;1817454823,26;1915229634,41
2020-05-24 00:00:00;7056556,67;13572050,16;1824511379,93;1928801684,57
2020-05-25 00:00:00;8448444,2;12336256,52;1832959824,13;1941137941,09
2020-05-26 00:00:00;8806271,25;10969817,61;1841766095,38;1952107758,7
2020-05-27 00:00:00;8273755,95;13037204,44;1850039851,33;1965144963,14
2020-05-28 00:00:00;12329880,93;13552306,29;1862369732,26;1978697269,43
2020-05-29 00:00:00;8730428,32000001;12195865,25;1871100160,58;1990893134,68
2020-05-30 00:00:00;8458363,18;12608719,87;1879558523,76;2003501854,55
2020-05-31 00:00:00;6736911,16;13293244,47;1886295434,92;2016795099,02
2020-06-01 00:00:00;8808851,14;11969413,22;1895104286,06;2028764512,24
2020-06-02 00:00:00;8853982,12;10922926,67;1903958268,18;2039687438,91
2020-06-03 00:00:00;8991892,47;12957000,89;1912950160,65;2052644439,8
2020-06-04 00:00:00;9225157,69;13286104,77;1922175318,34;2065930544,57
